	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01805	202989UniRef90_B5ED05 Protein RecA n=4 Tax=Geobacter RepID=RECA_GEOBB	360	20	1.19231E-171	84.07	135	F:GO:0000166; P:GO:0001568; F:GO:0001596; P:GO:0001822; P:GO:0001921; P:GO:0001991; P:GO:0002001; P:GO:0002018; P:GO:0002019; P:GO:0002026; P:GO:0002035; P:GO:0003009; F:GO:0003876; F:GO:0004930; F:GO:0004945; F:GO:0005388; F:GO:0005509; F:GO:0005515; F:GO:0005524; C:GO:0005575; C:GO:0005737; C:GO:0005768; C:GO:0005783; C:GO:0005789; C:GO:0005794; C:GO:0005829; C:GO:0005886; P:GO:0006188; P:GO:0006811; P:GO:0006816; P:GO:0006874; P:GO:0006885; P:GO:0006937; P:GO:0006954; P:GO:0006984; P:GO:0006996; P:GO:0007165; P:GO:0007186; P:GO:0007200; P:GO:0007204; P:GO:0007266; P:GO:0007507; P:GO:0007568; F:GO:0008022; P:GO:0008284; F:GO:0008553; P:GO:0009117; P:GO:0009168; P:GO:0009651; P:GO:0010033; P:GO:0010873; P:GO:0010882; C:GO:0012505; C:GO:0012506; C:GO:0014704; C:GO:0014801; P:GO:0014823; P:GO:0014883; P:GO:0014898; C:GO:0016020; C:GO:0016021; C:GO:0016323; C:GO:0016529; F:GO:0016787; F:GO:0016887; P:GO:0019229; F:GO:0019239; P:GO:0019722; F:GO:0019899; F:GO:0019901; C:GO:0030425; C:GO:0031234; C:GO:0031410; F:GO:0031711; F:GO:0031748; F:GO:0031775; C:GO:0031968; F:GO:0032036; P:GO:0032264; P:GO:0032270; P:GO:0032430; P:GO:0032469; P:GO:0032470; P:GO:0032496; P:GO:0032930; C:GO:0032991; C:GO:0033017; P:GO:0033292; P:GO:0034391; P:GO:0034392; P:GO:0034599; P:GO:0034605; P:GO:0034976; P:GO:0038166; P:GO:0042310; P:GO:0042416; P:GO:0042756; P:GO:0042976; P:GO:0043434; P:GO:0043524; P:GO:0043627; F:GO:0044325; F:GO:0044548; P:GO:0045777; P:GO:0045822; P:GO:0046033; F:GO:0046872; F:GO:0046982; C:GO:0048471; P:GO:0050715; P:GO:0051412; P:GO:0051482; C:GO:0055037; P:GO:0055119; P:GO:0060326; C:GO:0061831; P:GO:0070296; P:GO:0070588; P:GO:0071549; P:GO:0086036; F:GO:0086039; P:GO:0086097; P:GO:0090190; C:GO:0090534; C:GO:0097470; P:GO:0098909; C:GO:0120025; P:GO:1900121; P:GO:1902600; P:GO:1903233; P:GO:1903515; P:GO:1903589; P:GO:1905665; P:GO:1990036; P:GO:1990776	F:nucleotide binding; P:blood vessel development; F:angiotensin type I receptor activity; P:kidney development; P:positive regulation of receptor recycling; P:regulation of systemic arterial blood pressure by circulatory renin-angiotensin; P:renin secretion into blood stream; P:renin-angiotensin regulation of aldosterone production; P:regulation of renal output by angiotensin; P:regulation of the force of heart contraction; P:brain renin-angiotensin system; P:skeletal muscle contraction; F:AMP deaminase activity; F:G protein-coupled receptor activity; F:angiotensin type II receptor activity; F:calcium transmembrane transporter activity, phosphorylative mechanism; F:calcium ion binding; F:protein binding; F:ATP binding; C:cellular_component; C:cytoplasm; C:endosome; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:Golgi apparatus; C:cytosol; C:plasma membrane; P:IMP biosynthetic process; P:ion transport; P:calcium ion transport; P:cellular calcium ion homeostasis; P:regulation of pH; P:regulation of muscle contraction; P:inflammatory response; P:ER-nucleus signaling pathway; P:organelle organization; P:signal transduction; P:G protein-coupled receptor signaling pathway; P:phospholipase C-activating G protein-coupled receptor signaling pathway; P:positive regulation of cytosolic calcium ion concentration; P:Rho protein signal transduction; P:heart development; P:aging; F:protein C-terminus binding; P:positive regulation of cell population proliferation; F:proton-exporting ATPase activity, phosphorylative mechanism; P:nucleotide metabolic process; P:purine ribonucleoside monophosphate biosynthetic process; P:response to salt stress; P:response to organic substance; P:positive regulation of cholesterol esterification; P:regulation of cardiac muscle contraction by calcium ion signaling; C:endomembrane system; C:vesicle membrane; C:intercalated disc; C:longitudinal sarcoplasmic reticulum; P:response to activity; P:transition between fast and slow fiber; P:cardiac muscle hypertrophy in response to stress; C:membrane; C:integral component of membrane; C:basolateral plasma membrane; C:sarcoplasmic reticulum; F:hydrolase activity; F:ATPase activity; P:regulation of vasoconstriction; F:deaminase activity; P:calcium-mediated signaling; F:enzyme binding; F:protein kinase binding; C:dendrite; C:extrinsic component of cytoplasmic side of plasma membrane; C:cytoplasmic vesicle; F:bradykinin receptor binding; F:D1 dopamine receptor binding; F:lutropin-choriogonadotropic hormone receptor binding; C:organelle outer membrane; F:myosin heavy chain binding; P:IMP salvage; P:positive regulation of cellular protein metabolic process; P:positive regulation of phospholipase A2 activity; P:endoplasmic reticulum calcium ion homeostasis; P:positive regulation of endoplasmic reticulum calcium ion concentration; P:response to lipopolysaccharide; P:positive regulation of superoxide anion generation; C:protein-containing complex; C:sarcoplasmic reticulum membrane; P:T-tubule organization; P:regulation of smooth muscle cell apoptotic process; P:negative regulation of smooth muscle cell apoptotic process; P:cellular response to oxidative stress; P:cellular response to heat; P:response to endoplasmic reticulum stress; P:angiotensin-activated signaling pathway; P:vasoconstriction; P:dopamine biosynthetic process; P:drinking behavior; P:activation of Janus kinase activity; P:response to peptide hormone; P:negative regulation of neuron apoptotic process; P:response to estrogen; F:ion channel binding; F:S100 protein binding; P:positive regulation of blood pressure; P:negative regulation of heart contraction; P:AMP metabolic process; F:metal ion binding; F:protein heterodimerization activity; C:perinuclear region of cytoplasm; P:positive regulation of cytokine secretion; P:response to corticosterone; P:positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway; C:recycling endosome; P:relaxation of cardiac muscle; P:cell chemotaxis; C:apical ectoplasmic specialization; P:sarcoplasmic reticulum calcium ion transport; P:calcium ion transmembrane transport; P:cellular response to dexamethasone stimulus; P:regulation of cardiac muscle cell membrane potential; F:calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential; P:phospholipase C-activating angiotensin-activated signaling pathway; P:positive regulation of branching involved in ureteric bud morphogenesis; C:calcium ion-transporting ATPase complex; C:ribbon synapse; P:regulation of cardiac muscle cell action potential involved in regulation of contraction; C:plasma membrane bounded cell projection; P:negative regulation of receptor binding; P:proton transmembrane transport; P:regulation of calcium ion-dependent exocytosis of neurotransmitter; P:calcium ion transport from cytosol to endoplasmic reticulum; P:positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis; P:positive regulation of calcium ion import across plasma membrane; P:calcium ion import into sarcoplasmic reticulum; P:response to angiotensin			IPR013765 (PRINTS); IPR003593 (SMART); G3DSA:3.40.50.300 (GENE3D); IPR023400 (G3DSA:3.30.250.GENE3D); IPR013765 (TIGRFAM); IPR013765 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR45900 (PANTHER); IPR013765 (PTHR45900:PANTHER); IPR020584 (PROSITE_PATTERNS); IPR020588 (PROSITE_PROFILES); IPR020587 (PROSITE_PROFILES); IPR013765 (HAMAP); IPR013765 (CDD); IPR027417 (SUPERFAMILY); IPR023400 (SUPERFAMILY)	F:GO:0003677; F:GO:0003697; F:GO:0005524; P:GO:0006259; P:GO:0006281; F:GO:0008094	F:DNA binding; F:single-stranded DNA binding; F:ATP binding; P:DNA metabolic process; P:DNA repair; F:DNA-dependent ATPase activity
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01806	180021UniRef90_P18200 Phosphatidylglycerophosphatase A n=428 Tax=root RepID=PGPA_ECOLI	180	5	3.09761E-21	53.73	60	F:GO:0001530; F:GO:0001847; P:GO:0002224; P:GO:0002237; P:GO:0002376; P:GO:0002755; P:GO:0002756; F:GO:0005515; C:GO:0005576; C:GO:0005615; C:GO:0005794; C:GO:0005886; P:GO:0006898; P:GO:0006909; P:GO:0006915; P:GO:0006954; P:GO:0007166; P:GO:0007249; P:GO:0009408; P:GO:0009617; C:GO:0009897; C:GO:0009986; C:GO:0010008; F:GO:0016019; C:GO:0016020; C:GO:0030667; C:GO:0031225; C:GO:0031362; P:GO:0031663; P:GO:0032026; P:GO:0032481; P:GO:0032496; P:GO:0032729; P:GO:0032760; P:GO:0034128; P:GO:0034142; P:GO:0034612; P:GO:0035666; P:GO:0038123; P:GO:0038124; P:GO:0043312; P:GO:0045087; C:GO:0045121; P:GO:0045471; P:GO:0045807; C:GO:0046696; P:GO:0050715; P:GO:0051602; C:GO:0070062; P:GO:0070266; F:GO:0070891; P:GO:0071219; P:GO:0071222; P:GO:0071223; F:GO:0071723; P:GO:0071726; P:GO:0071727; P:GO:0097190; P:GO:1901224; P:GO:2000484	F:lipopolysaccharide binding; F:opsonin receptor activity; P:toll-like receptor signaling pathway; P:response to molecule of bacterial origin; P:immune system process; P:MyD88-dependent toll-like receptor signaling pathway; P:MyD88-independent toll-like receptor signaling pathway; F:protein binding; C:extracellular region; C:extracellular space; C:Golgi apparatus; C:plasma membrane; P:receptor-mediated endocytosis; P:phagocytosis; P:apoptotic process; P:inflammatory response; P:cell surface receptor signaling pathway; P:I-kappaB kinase/NF-kappaB signaling; P:response to heat; P:response to bacterium; C:external side of plasma membrane; C:cell surface; C:endosome membrane; F:peptidoglycan immune receptor activity; C:membrane; C:secretory granule membrane; C:anchored component of membrane; C:anchored component of external side of plasma membrane; P:lipopolysaccharide-mediated signaling pathway; P:response to magnesium ion; P:positive regulation of type I interferon production; P:response to lipopolysaccharide; P:positive regulation of interferon-gamma production; P:positive regulation of tumor necrosis factor production; P:negative regulation of MyD88-independent toll-like receptor signaling pathway; P:toll-like receptor 4 signaling pathway; P:response to tumor necrosis factor; P:TRIF-dependent toll-like receptor signaling pathway; P:toll-like receptor TLR1:TLR2 signaling pathway; P:toll-like receptor TLR6:TLR2 signaling pathway; P:neutrophil degranulation; P:innate immune response; C:membrane raft; P:response to ethanol; P:positive regulation of endocytosis; C:lipopolysaccharide receptor complex; P:positive regulation of cytokine secretion; P:response to electrical stimulus; C:extracellular exosome; P:necroptotic process; F:lipoteichoic acid binding; P:cellular response to molecule of bacterial origin; P:cellular response to lipopolysaccharide; P:cellular response to lipoteichoic acid; F:lipopeptide binding; P:cellular response to diacyl bacterial lipopeptide; P:cellular response to triacyl bacterial lipopeptide; P:apoptotic signaling pathway; P:positive regulation of NIK/NF-kappaB signaling; P:positive regulation of interleukin-8 secretion			IPR007686 (PFAM); IPR026037 (PANTHER); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); IPR007686 (CDD); IPR036681 (SUPERFAMILY); TMhelix (TMHMM); TMhelix (TMHMM)	P:GO:0006629; F:GO:0008962	P:lipid metabolic process; F:phosphatidylglycerophosphatase activity
true	[INTERPRO, NO-BLAST]	CBNIABCL_01807	---NA---	244									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	CBNIABCL_01808	---NA---	204									SIGNAL_PEPTIDE (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SignalP-noTM (SIGNALP_EUK); SignalP-TM (SIGNALP_GRAM_POSITIVE); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01809	656148UniRef90_A7I548 Multi-sensor signal transduction histidine kinase n=1 Tax=Methanoregula boonei (strain 6A8) RepID=A7I548_METB6	740	20	4.98594E-23	50.16	55	C:GO:0000139; P:GO:0002933; F:GO:0004497; F:GO:0005506; C:GO:0005737; C:GO:0005739; C:GO:0005740; C:GO:0005743; C:GO:0005783; C:GO:0005789; P:GO:0006082; P:GO:0006629; P:GO:0006631; P:GO:0006641; P:GO:0006805; P:GO:0006839; P:GO:0007275; P:GO:0008202; F:GO:0008392; F:GO:0008395; P:GO:0009617; P:GO:0010193; P:GO:0010243; C:GO:0016020; C:GO:0016021; P:GO:0016098; F:GO:0016491; F:GO:0016705; F:GO:0016709; F:GO:0016712; P:GO:0017144; F:GO:0018601; P:GO:0018885; P:GO:0018910; P:GO:0018960; P:GO:0019373; F:GO:0019825; F:GO:0019899; F:GO:0020037; F:GO:0022857; F:GO:0030544; C:GO:0031090; C:GO:0031227; P:GO:0042197; P:GO:0042493; P:GO:0042738; P:GO:0042759; C:GO:0043231; P:GO:0045471; P:GO:0046483; F:GO:0046872; F:GO:0051879; P:GO:0055085; P:GO:0055114; F:GO:0070330	C:Golgi membrane; P:lipid hydroxylation; F:monooxygenase activity; F:iron ion binding; C:cytoplasm; C:mitochondrion; C:mitochondrial envelope; C:mitochondrial inner membrane; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; P:organic acid metabolic process; P:lipid metabolic process; P:fatty acid metabolic process; P:triglyceride metabolic process; P:xenobiotic metabolic process; P:mitochondrial transport; P:multicellular organism development; P:steroid metabolic process; F:arachidonic acid epoxygenase activity; F:steroid hydroxylase activity; P:response to bacterium; P:response to ozone; P:response to organonitrogen compound; C:membrane; C:integral component of membrane; P:monoterpenoid metabolic process; F:oxidoreductase activity; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen; P:drug metabolic process; F:4-nitrophenol 2-monooxygenase activity; P:carbon tetrachloride metabolic process; P:benzene metabolic process; P:4-nitrophenol metabolic process; P:epoxygenase P450 pathway; F:oxygen binding; F:enzyme binding; F:heme binding; F:transmembrane transporter activity; F:Hsp70 protein binding; C:organelle membrane; C:intrinsic component of endoplasmic reticulum membrane; P:halogenated hydrocarbon metabolic process; P:response to drug; P:exogenous drug catabolic process; P:long-chain fatty acid biosynthetic process; C:intracellular membrane-bounded organelle; P:response to ethanol; P:heterocycle metabolic process; F:metal ion binding; F:Hsp90 protein binding; P:transmembrane transport; P:oxidation-reduction process; F:aromatase activity			Coil (COILS); IPR000160 (SMART); IPR000160 (TIGRFAM); IPR029016 (G3DSA:3.30.450.GENE3D); IPR043128 (G3DSA:3.30.70.GENE3D); IPR000160 (PFAM); IPR003018 (PFAM); PTHR46663:SF1 (PANTHER); PTHR46663 (PANTHER); IPR000160 (PROSITE_PROFILES); IPR000160 (CDD); SSF55781 (SUPERFAMILY); SSF55781 (SUPERFAMILY); IPR029787 (SUPERFAMILY); SSF55781 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01810	254460UniRef90_B5YI28 S-adenosylmethionine decarboxylase proenzyme n=2 Tax=Thermodesulfovibrio RepID=SPEH_THEYD	154	20	2.34467E-53	69.15	18	C:GO:0000124; F:GO:0000976; F:GO:0003682; F:GO:0005515; C:GO:0005634; C:GO:0005669; P:GO:0006325; P:GO:0006352; P:GO:0006366; F:GO:0008134; F:GO:0016251; P:GO:0016573; F:GO:0042802; P:GO:0045944; C:GO:0046695; F:GO:0046982; P:GO:0051123; F:GO:0060090	C:SAGA complex; F:transcription regulatory region sequence-specific DNA binding; F:chromatin binding; F:protein binding; C:nucleus; C:transcription factor TFIID complex; P:chromatin organization; P:DNA-templated transcription, initiation; P:transcription by RNA polymerase II; F:transcription factor binding; F:RNA polymerase II general transcription initiation factor activity; P:histone acetylation; F:identical protein binding; P:positive regulation of transcription by RNA polymerase II; C:SLIK (SAGA-like) complex; F:protein heterodimerization activity; P:RNA polymerase II preinitiation complex assembly; F:molecular adaptor activity			IPR003826 (PFAM); G3DSA:3.30.160.750 (GENE3D); G3DSA:3.30.360.110 (GENE3D); IPR017716 (TIGRFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR003826 (PANTHER); PTHR33866:SF2 (PANTHER); IPR017716 (HAMAP); IPR016067 (SUPERFAMILY)	F:GO:0004014; P:GO:0008295	F:adenosylmethionine decarboxylase activity; P:spermidine biosynthetic process
true	[INTERPRO, NO-BLAST]	CBNIABCL_01811	---NA---	76									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01812	545903UniRef90_A0A0F2LAG2 Spermidine synthase n=1 Tax=Vulcanisaeta sp. AZ3 RepID=A0A0F2LAG2_9CREN	198	20	3.14132E-56	61.59	30	F:GO:0004748; F:GO:0005524; F:GO:0005525; C:GO:0005576; P:GO:0006754; P:GO:0006811; P:GO:0007338; P:GO:0009263; P:GO:0009405; C:GO:0009579; P:GO:0015986; C:GO:0016020; C:GO:0016021; P:GO:0016032; F:GO:0016491; F:GO:0017124; C:GO:0019012; C:GO:0020002; P:GO:0030683; C:GO:0033644; P:GO:0039504; P:GO:0039505; P:GO:0039521; C:GO:0042651; C:GO:0044177; C:GO:0044178; C:GO:0045261; P:GO:0046776; F:GO:0046933; P:GO:0055114	F:ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor; F:ATP binding; F:GTP binding; C:extracellular region; P:ATP biosynthetic process; P:ion transport; P:single fertilization; P:deoxyribonucleotide biosynthetic process; P:pathogenesis; C:thylakoid; P:ATP synthesis coupled proton transport; C:membrane; C:integral component of membrane; P:viral process; F:oxidoreductase activity; F:SH3 domain binding; C:virion; C:host cell plasma membrane; P:mitigation of host immune response by virus; C:host cell membrane; P:suppression by virus of host adaptive immune response; P:suppression by virus of host antigen processing and presentation of peptide antigen via MHC class II; P:suppression by virus of host autophagy; C:thylakoid membrane; C:host cell Golgi apparatus; C:host cell Golgi membrane; C:proton-transporting ATP synthase complex, catalytic core F(1); P:suppression by virus of host antigen processing and presentation of peptide antigen via MHC class I; F:proton-transporting ATP synthase activity, rotational mechanism; P:oxidation-reduction process			PF01564 (PFAM); G3DSA:3.40.50.150 (GENE3D); PTHR43317:SF1 (PANTHER); PTHR43317 (PANTHER); IPR030374 (PROSITE_PROFILES); IPR029063 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01813	254166UniRef90_Q9K9K5 Arginine decarboxylase n=2 Tax=Bacillus RepID=SPEA_BACHD	489	20	9.23917E-124	47.58	88	F:GO:0000062; F:GO:0000976; F:GO:0000977; F:GO:0000978; F:GO:0000981; F:GO:0000987; F:GO:0001102; F:GO:0001228; P:GO:0003323; F:GO:0003677; F:GO:0003682; F:GO:0003700; F:GO:0003707; F:GO:0003824; F:GO:0003962; F:GO:0004123; F:GO:0005102; F:GO:0005504; F:GO:0005515; C:GO:0005634; C:GO:0005737; P:GO:0006355; P:GO:0006357; P:GO:0006591; P:GO:0006629; P:GO:0006637; P:GO:0006805; P:GO:0007164; P:GO:0007548; P:GO:0007568; P:GO:0007596; F:GO:0008134; F:GO:0008270; P:GO:0008285; P:GO:0008652; P:GO:0009086; P:GO:0009749; P:GO:0010470; F:GO:0016290; F:GO:0016740; F:GO:0016846; P:GO:0019216; P:GO:0019343; P:GO:0019346; P:GO:0023019; P:GO:0030154; F:GO:0030170; P:GO:0030308; P:GO:0030336; P:GO:0031667; P:GO:0032496; P:GO:0032534; F:GO:0036042; C:GO:0042025; P:GO:0042308; P:GO:0042493; P:GO:0042532; P:GO:0042593; P:GO:0042632; P:GO:0042752; F:GO:0042803; P:GO:0043401; P:GO:0043433; F:GO:0043565; F:GO:0044877; P:GO:0045216; P:GO:0045722; P:GO:0045723; P:GO:0045892; P:GO:0045893; P:GO:0045930; P:GO:0045944; F:GO:0046872; P:GO:0048511; P:GO:0048856; F:GO:0050544; P:GO:0050796; P:GO:0051591; P:GO:0055088; P:GO:0055091; P:GO:0060395; P:GO:0070328; P:GO:0070365; F:GO:0070491; F:GO:0070540; P:GO:0071456; P:GO:0071548; P:GO:1902569	F:fatty-acyl-CoA binding; F:transcription regulatory region sequence-specific DNA binding; F:RNA polymerase II transcription regulatory region sequence-specific DNA binding; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:cis-regulatory region sequence-specific DNA binding; F:RNA polymerase II activating transcription factor binding; F:DNA-binding transcription activator activity, RNA polymerase II-specific; P:type B pancreatic cell development; F:DNA binding; F:chromatin binding; F:DNA-binding transcription factor activity; F:steroid hormone receptor activity; F:catalytic activity; F:cystathionine gamma-synthase activity; F:cystathionine gamma-lyase activity; F:signaling receptor binding; F:fatty acid binding; F:protein binding; C:nucleus; C:cytoplasm; P:regulation of transcription, DNA-templated; P:regulation of transcription by RNA polymerase II; P:ornithine metabolic process; P:lipid metabolic process; P:acyl-CoA metabolic process; P:xenobiotic metabolic process; P:establishment of tissue polarity; P:sex differentiation; P:aging; P:blood coagulation; F:transcription factor binding; F:zinc ion binding; P:negative regulation of cell population proliferation; P:cellular amino acid biosynthetic process; P:methionine biosynthetic process; P:response to glucose; P:regulation of gastrulation; F:palmitoyl-CoA hydrolase activity; F:transferase activity; F:carbon-sulfur lyase activity; P:regulation of lipid metabolic process; P:cysteine biosynthetic process via cystathionine; P:transsulfuration; P:signal transduction involved in regulation of gene expression; P:cell differentiation; F:pyridoxal phosphate binding; P:negative regulation of cell growth; P:negative regulation of cell migration; P:response to nutrient levels; P:response to lipopolysaccharide; P:regulation of microvillus assembly; F:long-chain fatty acyl-CoA binding; C:host cell nucleus; P:negative regulation of protein import into nucleus; P:response to drug; P:negative regulation of tyrosine phosphorylation of STAT protein; P:glucose homeostasis; P:cholesterol homeostasis; P:regulation of circadian rhythm; F:protein homodimerization activity; P:steroid hormone mediated signaling pathway; P:negative regulation of DNA-binding transcription factor activity; F:sequence-specific DNA binding; F:protein-containing complex binding; P:cell-cell junction organization; P:positive regulation of gluconeogenesis; P:positive regulation of fatty acid biosynthetic process; P:negative regulation of transcription, DNA-templated; P:positive regulation of transcription, DNA-templated; P:negative regulation of mitotic cell cycle; P:positive regulation of transcription by RNA polymerase II; F:metal ion binding; P:rhythmic process; P:anatomical structure development; F:arachidonic acid binding; P:regulation of insulin secretion; P:response to cAMP; P:lipid homeostasis; P:phospholipid homeostasis; P:SMAD protein signal transduction; P:triglyceride homeostasis; P:hepatocyte differentiation; F:repressing transcription factor binding; F:stearic acid binding; P:cellular response to hypoxia; P:response to dexamethasone; P:negative regulation of activation of Janus kinase activity			IPR008286 (PFAM); IPR000310 (PFAM); IPR015421 (G3DSA:3.40.640.GENE3D); G3DSA:3.90.100.10 (GENE3D); PTHR43277 (PANTHER); IPR000310 (PROSITE_PATTERNS); IPR036633 (SUPERFAMILY); IPR015424 (SUPERFAMILY)	F:GO:0003824	F:catalytic activity
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01814	310030UniRef90_Q10WK0 UPF0182 protein Tery_4385 n=1 Tax=Trichodesmium erythraeum (strain IMS101) RepID=Y4385_TRIEI	915	20	0.0	57.22	26	C:GO:0005737; P:GO:0006955; F:GO:0008080; F:GO:0008168; F:GO:0008757; C:GO:0016020; C:GO:0016021; F:GO:0016279; F:GO:0016491; F:GO:0016740; F:GO:0016746; P:GO:0018022; P:GO:0018027; C:GO:0019012; C:GO:0019031; P:GO:0019064; P:GO:0019882; C:GO:0020002; P:GO:0032259; C:GO:0033644; P:GO:0039663; C:GO:0042613; P:GO:0045905; P:GO:0046718; C:GO:0055036; P:GO:0055114	C:cytoplasm; P:immune response; F:N-acetyltransferase activity; F:methyltransferase activity; F:S-adenosylmethionine-dependent methyltransferase activity; C:membrane; C:integral component of membrane; F:protein-lysine N-methyltransferase activity; F:oxidoreductase activity; F:transferase activity; F:transferase activity, transferring acyl groups; P:peptidyl-lysine methylation; P:peptidyl-lysine dimethylation; C:virion; C:viral envelope; P:fusion of virus membrane with host plasma membrane; P:antigen processing and presentation; C:host cell plasma membrane; P:methylation; C:host cell membrane; P:membrane fusion involved in viral entry into host cell; C:MHC class II protein complex; P:positive regulation of translational termination; P:viral entry into host cell; C:virion membrane; P:oxidation-reduction process			IPR005372 (PFAM); mobidb-lite (MOBIDB_LITE); IPR005372 (PANTHER); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); TRANSMEMBRANE (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); TRANSMEMBRANE (PHOBIUS); IPR005372 (HAMAP); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	C:GO:0016021	C:integral component of membrane
