locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDCPAMKM_00827	gene	76				
DDCPAMKM_00827	tRNA	76				tRNA-Met(cat)
DDCPAMKM_00828	gene	96				
DDCPAMKM_00828	CDS	96				hypothetical protein
DDCPAMKM_00829	gene	582				
DDCPAMKM_00829	CDS	582				hypothetical protein
DDCPAMKM_00830	gene	86				
DDCPAMKM_00830	tRNA	86				tRNA-Leu(cag)
DDCPAMKM_00831	gene	77				
DDCPAMKM_00831	tRNA	77				tRNA-Arg(tct)
DDCPAMKM_00832	gene	231				
DDCPAMKM_00832	CDS	231				hypothetical protein
DDCPAMKM_00833	gene	318				
DDCPAMKM_00833	CDS	318				hypothetical protein
DDCPAMKM_00834	gene	894	gnu			
DDCPAMKM_00834	CDS	894	gnu	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
DDCPAMKM_00835	gene	1194	iscS_1			
DDCPAMKM_00835	CDS	1194	iscS_1	2.8.1.7		Cysteine desulfurase IscS
DDCPAMKM_00836	gene	747				
DDCPAMKM_00836	CDS	747				hypothetical protein
DDCPAMKM_00837	gene	468	yccU			
DDCPAMKM_00837	CDS	468	yccU		COG1832	putative protein YccU
DDCPAMKM_00838	gene	1314	arsB			
DDCPAMKM_00838	CDS	1314	arsB		COG1055	Arsenical pump membrane protein
DDCPAMKM_00839	gene	1065	hisC_1			
DDCPAMKM_00839	CDS	1065	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
DDCPAMKM_00840	gene	78				
DDCPAMKM_00840	tRNA	78				tRNA-Arg(ccg)
DDCPAMKM_00841	gene	609	resA_1			
DDCPAMKM_00841	CDS	609	resA_1			Thiol-disulfide oxidoreductase ResA
DDCPAMKM_00842	gene	1722	clcB			
DDCPAMKM_00842	CDS	1722	clcB			Voltage-gated ClC-type chloride channel ClcB
DDCPAMKM_00843	gene	426				
DDCPAMKM_00843	CDS	426				hypothetical protein
DDCPAMKM_00844	gene	1005	ccp			
DDCPAMKM_00844	CDS	1005	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
DDCPAMKM_00845	gene	603	ahpC			
DDCPAMKM_00845	CDS	603	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
DDCPAMKM_00846	gene	540	mtnD			
DDCPAMKM_00846	CDS	540	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
DDCPAMKM_00847	gene	1158	mtnW			
DDCPAMKM_00847	CDS	1158	mtnW	5.3.2.5	COG1850	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
DDCPAMKM_00848	gene	657	mtnX			
DDCPAMKM_00848	CDS	657	mtnX	3.1.3.87	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
DDCPAMKM_00849	gene	666	mtnB			
DDCPAMKM_00849	CDS	666	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
DDCPAMKM_00850	gene	1389	hemY			
DDCPAMKM_00850	CDS	1389	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
DDCPAMKM_00851	gene	672	pphB			
DDCPAMKM_00851	CDS	672	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
DDCPAMKM_00852	gene	1011	ppsC			
DDCPAMKM_00852	CDS	1011	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
DDCPAMKM_00853	gene	1029	moaA			
DDCPAMKM_00853	CDS	1029	moaA			GTP 3',8-cyclase
DDCPAMKM_00854	gene	1053	glk			
DDCPAMKM_00854	CDS	1053	glk	2.7.1.2	COG0837	Glucokinase
DDCPAMKM_00855	gene	825				
DDCPAMKM_00855	CDS	825				hypothetical protein
DDCPAMKM_00856	gene	2049	tkt			
DDCPAMKM_00856	CDS	2049	tkt	2.2.1.1		Transketolase
DDCPAMKM_00857	gene	1512	zwf2			
DDCPAMKM_00857	CDS	1512	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
DDCPAMKM_00858	gene	1692				
DDCPAMKM_00858	CDS	1692				hypothetical protein
DDCPAMKM_00859	gene	1296	mhpA			
DDCPAMKM_00859	CDS	1296	mhpA	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
DDCPAMKM_00860	gene	1383	tig			
DDCPAMKM_00860	CDS	1383	tig	5.2.1.8		Trigger factor
DDCPAMKM_00861	gene	603	clpP			
DDCPAMKM_00861	CDS	603	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
DDCPAMKM_00862	gene	1284	clpX			
DDCPAMKM_00862	CDS	1284	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
DDCPAMKM_00863	gene	639				
DDCPAMKM_00863	CDS	639				hypothetical protein
DDCPAMKM_00864	gene	1242				
DDCPAMKM_00864	CDS	1242				hypothetical protein
DDCPAMKM_00865	gene	549	pgsA_2			
DDCPAMKM_00865	CDS	549	pgsA_2	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
DDCPAMKM_00866	gene	1386				
DDCPAMKM_00866	CDS	1386				hypothetical protein
DDCPAMKM_00867	gene	894	ispE			
DDCPAMKM_00867	CDS	894	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
DDCPAMKM_00868	gene	75				
DDCPAMKM_00868	tRNA	75				tRNA-Gln(ttg)
DDCPAMKM_00869	gene	942	prs			
DDCPAMKM_00869	CDS	942	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
DDCPAMKM_00870	gene	603	rplY			
DDCPAMKM_00870	CDS	603	rplY			50S ribosomal protein L25
DDCPAMKM_00871	gene	567	pth			
DDCPAMKM_00871	CDS	567	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
DDCPAMKM_00872	gene	1095	ychF			
DDCPAMKM_00872	CDS	1095	ychF		COG0012	Ribosome-binding ATPase YchF
DDCPAMKM_00873	gene	378				
DDCPAMKM_00873	CDS	378				hypothetical protein
DDCPAMKM_00874	gene	423	ssb_2			
DDCPAMKM_00874	CDS	423	ssb_2		COG0629	Single-stranded DNA-binding protein
DDCPAMKM_00875	gene	231	rpsR			
DDCPAMKM_00875	CDS	231	rpsR		COG0238	30S ribosomal protein S18
DDCPAMKM_00876	gene	906				
DDCPAMKM_00876	CDS	906				hypothetical protein
DDCPAMKM_00877	gene	684	rlpA			
DDCPAMKM_00877	CDS	684	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
DDCPAMKM_00878	gene	234				
DDCPAMKM_00878	CDS	234				hypothetical protein
DDCPAMKM_00879	gene	462				
DDCPAMKM_00879	CDS	462				hypothetical protein
DDCPAMKM_00880	gene	1371	rimO			
DDCPAMKM_00880	CDS	1371	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
DDCPAMKM_00881	gene	987				
DDCPAMKM_00881	CDS	987				hypothetical protein
DDCPAMKM_00882	gene	85				
DDCPAMKM_00882	tRNA	85				tRNA-Leu(tag)
DDCPAMKM_00883	gene	1140	sqr			
DDCPAMKM_00883	CDS	1140	sqr	1.8.5.4	COG0446	Sulfide-quinone reductase
DDCPAMKM_00884	gene	768				
DDCPAMKM_00884	CDS	768				hypothetical protein
DDCPAMKM_00885	gene	86				
DDCPAMKM_00885	tRNA	86				tRNA-Tyr(gta)
DDCPAMKM_00886	gene	75				
DDCPAMKM_00886	tRNA	75				tRNA-Gly(tcc)
DDCPAMKM_00887	gene	76				
DDCPAMKM_00887	tRNA	76				tRNA-Thr(ggt)
DDCPAMKM_00888	gene	1200	tufA_1			
DDCPAMKM_00888	CDS	1200	tufA_1		COG0050	Elongation factor Tu
DDCPAMKM_00889	gene	77				
DDCPAMKM_00889	tRNA	77				tRNA-Trp(cca)
DDCPAMKM_00890	gene	210	secE			
DDCPAMKM_00890	CDS	210	secE			Protein translocase subunit SecE
DDCPAMKM_00891	gene	534	nusG			
DDCPAMKM_00891	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
DDCPAMKM_00892	gene	426	rplK			
DDCPAMKM_00892	CDS	426	rplK			50S ribosomal protein L11
DDCPAMKM_00893	gene	699	rplA			
DDCPAMKM_00893	CDS	699	rplA			50S ribosomal protein L1
DDCPAMKM_00894	gene	519	rplJ			
DDCPAMKM_00894	CDS	519	rplJ		COG0244	50S ribosomal protein L10
DDCPAMKM_00895	gene	384	rplL			
DDCPAMKM_00895	CDS	384	rplL		COG0222	50S ribosomal protein L7/L12
DDCPAMKM_00896	gene	5160	rpoB			
DDCPAMKM_00896	CDS	5160	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
DDCPAMKM_00897	gene	4752	rpoC			
DDCPAMKM_00897	CDS	4752	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
DDCPAMKM_00898	gene	375	rpsL			
DDCPAMKM_00898	CDS	375	rpsL			30S ribosomal protein S12
DDCPAMKM_00899	gene	474	rpsG			
DDCPAMKM_00899	CDS	474	rpsG			30S ribosomal protein S7
DDCPAMKM_00900	gene	2079	fusA			
DDCPAMKM_00900	CDS	2079	fusA		COG0480	Elongation factor G
DDCPAMKM_00901	gene	1200	tufA_2			
DDCPAMKM_00901	CDS	1200	tufA_2		COG0050	Elongation factor Tu
DDCPAMKM_00902	gene	306	rpsJ			
DDCPAMKM_00902	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
DDCPAMKM_00903	gene	615	rplC			
DDCPAMKM_00903	CDS	615	rplC		COG0087	50S ribosomal protein L3
DDCPAMKM_00904	gene	654	rplD			
DDCPAMKM_00904	CDS	654	rplD			50S ribosomal protein L4
DDCPAMKM_00905	gene	288	rplW			
DDCPAMKM_00905	CDS	288	rplW		COG0089	50S ribosomal protein L23
DDCPAMKM_00906	gene	822	rplB			
DDCPAMKM_00906	CDS	822	rplB		COG0090	50S ribosomal protein L2
DDCPAMKM_00907	gene	285	rpsS			
DDCPAMKM_00907	CDS	285	rpsS		COG0185	30S ribosomal protein S19
DDCPAMKM_00908	gene	333	rplV			
DDCPAMKM_00908	CDS	333	rplV		COG0091	50S ribosomal protein L22
DDCPAMKM_00909	gene	681	rpsC			
DDCPAMKM_00909	CDS	681	rpsC		COG0092	30S ribosomal protein S3
DDCPAMKM_00910	gene	417	rplP			
DDCPAMKM_00910	CDS	417	rplP		COG0197	50S ribosomal protein L16
DDCPAMKM_00911	gene	201	rpmC			
DDCPAMKM_00911	CDS	201	rpmC		COG0255	50S ribosomal protein L29
DDCPAMKM_00912	gene	300				
DDCPAMKM_00912	CDS	300				hypothetical protein
DDCPAMKM_00913	gene	369	rplN			
DDCPAMKM_00913	CDS	369	rplN		COG0093	50S ribosomal protein L14
DDCPAMKM_00914	gene	357	rplX			
DDCPAMKM_00914	CDS	357	rplX		COG0198	50S ribosomal protein L24
DDCPAMKM_00915	gene	678				
DDCPAMKM_00915	CDS	678				hypothetical protein
DDCPAMKM_00916	gene	399	rpsH			
DDCPAMKM_00916	CDS	399	rpsH		COG0096	30S ribosomal protein S8
DDCPAMKM_00917	gene	540	rplF			
DDCPAMKM_00917	CDS	540	rplF			50S ribosomal protein L6
DDCPAMKM_00918	gene	357	rplR			
DDCPAMKM_00918	CDS	357	rplR			50S ribosomal protein L18
DDCPAMKM_00919	gene	483	rpsE			
DDCPAMKM_00919	CDS	483	rpsE			30S ribosomal protein S5
DDCPAMKM_00920	gene	294	rplO			
DDCPAMKM_00920	CDS	294	rplO		COG0200	50S ribosomal protein L15
DDCPAMKM_00921	gene	1314	secY			
DDCPAMKM_00921	CDS	1314	secY		COG0201	Protein translocase subunit SecY
DDCPAMKM_00922	gene	666	adk			
DDCPAMKM_00922	CDS	666	adk	2.7.4.3		Adenylate kinase
DDCPAMKM_00923	gene	759	map			
DDCPAMKM_00923	CDS	759	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
DDCPAMKM_00924	gene	219	infA			
DDCPAMKM_00924	CDS	219	infA		COG0361	Translation initiation factor IF-1
DDCPAMKM_00925	gene	372	rpsM			
DDCPAMKM_00925	CDS	372	rpsM		COG0099	30S ribosomal protein S13
DDCPAMKM_00926	gene	387	rpsK			
DDCPAMKM_00926	CDS	387	rpsK			30S ribosomal protein S11
DDCPAMKM_00927	gene	630	rpsD			
DDCPAMKM_00927	CDS	630	rpsD		COG0522	30S ribosomal protein S4
DDCPAMKM_00928	gene	978	rpoA			
DDCPAMKM_00928	CDS	978	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
DDCPAMKM_00929	gene	459				
DDCPAMKM_00929	CDS	459				hypothetical protein
DDCPAMKM_00930	gene	426				
DDCPAMKM_00930	CDS	426				hypothetical protein
DDCPAMKM_00931	gene	492				
DDCPAMKM_00931	CDS	492				hypothetical protein
DDCPAMKM_00932	gene	858	rmlD			
DDCPAMKM_00932	CDS	858	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
DDCPAMKM_00933	gene	786	otsB			
DDCPAMKM_00933	CDS	786	otsB	3.1.3.12	COG0637	Trehalose-phosphate phosphatase
DDCPAMKM_00934	gene	1461	otsA			
DDCPAMKM_00934	CDS	1461	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
DDCPAMKM_00935	gene	1074	mshA_2			
DDCPAMKM_00935	CDS	1074	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DDCPAMKM_00936	gene	1281	entS			
DDCPAMKM_00936	CDS	1281	entS			Enterobactin exporter EntS
DDCPAMKM_00937	gene	1320				
DDCPAMKM_00937	CDS	1320				hypothetical protein
DDCPAMKM_00938	gene	915	hldD			
DDCPAMKM_00938	CDS	915	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
DDCPAMKM_00939	gene	1842				
DDCPAMKM_00939	CDS	1842				hypothetical protein
DDCPAMKM_00940	gene	1446	purF			
DDCPAMKM_00940	CDS	1446	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
DDCPAMKM_00941	gene	2235	purL			
DDCPAMKM_00941	CDS	2235	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
DDCPAMKM_00942	gene	657	purQ			
DDCPAMKM_00942	CDS	657	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
DDCPAMKM_00943	gene	1257				
DDCPAMKM_00943	CDS	1257		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
DDCPAMKM_00944	gene	744				
DDCPAMKM_00944	CDS	744				hypothetical protein
DDCPAMKM_00945	gene	660				
DDCPAMKM_00945	CDS	660				hypothetical protein
DDCPAMKM_00946	gene	1443	tolC_1			
DDCPAMKM_00946	CDS	1443	tolC_1		COG1538	Outer membrane protein TolC
DDCPAMKM_00947	gene	1119	mdtA_2			
DDCPAMKM_00947	CDS	1119	mdtA_2			Multidrug resistance protein MdtA
DDCPAMKM_00948	gene	3195	swrC			
DDCPAMKM_00948	CDS	3195	swrC		COG0841	Swarming motility protein SwrC
DDCPAMKM_00949	gene	591				
DDCPAMKM_00949	CDS	591				hypothetical protein
DDCPAMKM_00950	gene	966	hdfR			
DDCPAMKM_00950	CDS	966	hdfR			HTH-type transcriptional regulator HdfR
DDCPAMKM_00951	gene	1398				
DDCPAMKM_00951	CDS	1398				hypothetical protein
DDCPAMKM_00952	gene	735				
DDCPAMKM_00952	CDS	735				hypothetical protein
DDCPAMKM_00953	gene	639				
DDCPAMKM_00953	CDS	639				hypothetical protein
DDCPAMKM_00954	gene	753	natA			
DDCPAMKM_00954	CDS	753	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
DDCPAMKM_00955	gene	828				
DDCPAMKM_00955	CDS	828				hypothetical protein
DDCPAMKM_00956	gene	744	tmoF			
DDCPAMKM_00956	CDS	744	tmoF	1.18.1.3		Toluene-4-monooxygenase system, ferredoxin--NAD(+) reductase component
DDCPAMKM_00957	gene	1020				
DDCPAMKM_00957	CDS	1020				hypothetical protein
DDCPAMKM_00958	gene	1158	fadJ			
DDCPAMKM_00958	CDS	1158	fadJ	5.1.2.3		Fatty acid oxidation complex subunit alpha
DDCPAMKM_00959	gene	969				
DDCPAMKM_00959	CDS	969				hypothetical protein
DDCPAMKM_00960	gene	477				
DDCPAMKM_00960	CDS	477				hypothetical protein
DDCPAMKM_00961	gene	621				
DDCPAMKM_00961	CDS	621				hypothetical protein
DDCPAMKM_00962	gene	1248				
DDCPAMKM_00962	CDS	1248				hypothetical protein
DDCPAMKM_00963	gene	816	COQ5_1			
DDCPAMKM_00963	CDS	816	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DDCPAMKM_00964	gene	1212				
DDCPAMKM_00964	CDS	1212				hypothetical protein
DDCPAMKM_00965	gene	966	galE			
DDCPAMKM_00965	CDS	966	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
DDCPAMKM_00966	gene	681				
DDCPAMKM_00966	CDS	681				hypothetical protein
DDCPAMKM_00967	gene	2310	bepA_2			
DDCPAMKM_00967	CDS	2310	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
DDCPAMKM_00968	gene	1188	desV			
DDCPAMKM_00968	CDS	1188	desV	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
DDCPAMKM_00969	gene	1002	ldhA			
DDCPAMKM_00969	CDS	1002	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
DDCPAMKM_00970	gene	1374	gadA			
DDCPAMKM_00970	CDS	1374	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
DDCPAMKM_00971	gene	1257				
DDCPAMKM_00971	CDS	1257				hypothetical protein
DDCPAMKM_00972	gene	3228	czcA_3			
DDCPAMKM_00972	CDS	3228	czcA_3			Cobalt-zinc-cadmium resistance protein CzcA
DDCPAMKM_00973	gene	633				
DDCPAMKM_00973	CDS	633				hypothetical protein
DDCPAMKM_00974	gene	624	thiE_2			
DDCPAMKM_00974	CDS	624	thiE_2	2.5.1.3		Thiamine-phosphate synthase
DDCPAMKM_00975	gene	1398	accC			
DDCPAMKM_00975	CDS	1398	accC	6.3.4.14	COG0439	Biotin carboxylase
DDCPAMKM_00976	gene	468	accB			
DDCPAMKM_00976	CDS	468	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
DDCPAMKM_00977	gene	576	efp			
DDCPAMKM_00977	CDS	576	efp		COG0231	Elongation factor P
DDCPAMKM_00978	gene	450	aroQ			
DDCPAMKM_00978	CDS	450	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
DDCPAMKM_00979	gene	1431	bepA_3			
DDCPAMKM_00979	CDS	1431	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
DDCPAMKM_00980	gene	1233	coaBC			
DDCPAMKM_00980	CDS	1233	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
DDCPAMKM_00981	gene	405	rpoZ			
DDCPAMKM_00981	CDS	405	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
DDCPAMKM_00982	gene	699	gmk			
DDCPAMKM_00982	CDS	699	gmk	2.7.4.8	COG0194	Guanylate kinase
DDCPAMKM_00983	gene	258	remA			
DDCPAMKM_00983	CDS	258	remA		COG2052	Extracellular matrix regulatory protein A
DDCPAMKM_00984	gene	885				
DDCPAMKM_00984	CDS	885				hypothetical protein
DDCPAMKM_00985	gene	2106				
DDCPAMKM_00985	CDS	2106				hypothetical protein
DDCPAMKM_00986	gene	1395	ftsI			
DDCPAMKM_00986	CDS	1395	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
DDCPAMKM_00987	gene	411	IMPDH			
DDCPAMKM_00987	CDS	411	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
DDCPAMKM_00988	gene	486	bepA_4			
DDCPAMKM_00988	CDS	486	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
DDCPAMKM_00989	gene	1089				
DDCPAMKM_00989	CDS	1089				hypothetical protein
DDCPAMKM_00990	gene	1125	bioF			
DDCPAMKM_00990	CDS	1125	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 2
DDCPAMKM_00991	gene	945	bioW			
DDCPAMKM_00991	CDS	945	bioW	6.2.1.14	COG1424	6-carboxyhexanoate--CoA ligase
DDCPAMKM_00992	gene	1137	bioB			
DDCPAMKM_00992	CDS	1137	bioB	2.8.1.6		Biotin synthase
DDCPAMKM_00993	gene	1089	nemA			
DDCPAMKM_00993	CDS	1089	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
DDCPAMKM_00994	gene	444	ywnA			
DDCPAMKM_00994	CDS	444	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
DDCPAMKM_00995	gene	1278				
DDCPAMKM_00995	CDS	1278				hypothetical protein
DDCPAMKM_00996	gene	900	glyQ			
DDCPAMKM_00996	CDS	900	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
DDCPAMKM_00997	gene	2229	glyS			
DDCPAMKM_00997	CDS	2229	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
DDCPAMKM_00998	gene	1185	ribD			
DDCPAMKM_00998	CDS	1185	ribD		COG0117	Riboflavin biosynthesis protein RibD
DDCPAMKM_00999	gene	645	ribE			
DDCPAMKM_00999	CDS	645	ribE	2.5.1.9		Riboflavin synthase
DDCPAMKM_01000	gene	1053	pstS1_2			
DDCPAMKM_01000	CDS	1053	pstS1_2			Phosphate-binding protein PstS1
DDCPAMKM_01001	gene	1956				
DDCPAMKM_01001	CDS	1956				hypothetical protein
DDCPAMKM_01002	gene	246	yacG			
DDCPAMKM_01002	CDS	246	yacG			DNA gyrase inhibitor YacG
DDCPAMKM_01003	gene	765	cbiL			
DDCPAMKM_01003	CDS	765	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
DDCPAMKM_01004	gene	540				
DDCPAMKM_01004	CDS	540				hypothetical protein
DDCPAMKM_01005	gene	813	cbiF			
DDCPAMKM_01005	CDS	813	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
DDCPAMKM_01006	gene	1509	cobQ			
DDCPAMKM_01006	CDS	1509	cobQ			Cobyric acid synthase
DDCPAMKM_01007	gene	981	cobD			
DDCPAMKM_01007	CDS	981	cobD		COG1270	Cobalamin biosynthesis protein CobD
DDCPAMKM_01008	gene	1074	hisC_2			
DDCPAMKM_01008	CDS	1074	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
DDCPAMKM_01009	gene	270				
DDCPAMKM_01009	CDS	270				hypothetical protein
DDCPAMKM_01010	gene	207				
DDCPAMKM_01010	CDS	207				hypothetical protein
DDCPAMKM_01011	gene	1413	fumC			
DDCPAMKM_01011	CDS	1413	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
DDCPAMKM_01012	gene	77				
DDCPAMKM_01012	tRNA	77				tRNA-Pro(cgg)
DDCPAMKM_01013	gene	324	yccX			
DDCPAMKM_01013	CDS	324	yccX	3.6.1.7		Acylphosphatase
DDCPAMKM_01014	gene	1071	sigA			
DDCPAMKM_01014	CDS	1071	sigA		COG0568	RNA polymerase sigma factor SigA
DDCPAMKM_01015	gene	519	apt			
DDCPAMKM_01015	CDS	519	apt	2.4.2.7		Adenine phosphoribosyltransferase
DDCPAMKM_01016	gene	297				
DDCPAMKM_01016	CDS	297				hypothetical protein
DDCPAMKM_01017	gene	4662	gltB			
DDCPAMKM_01017	CDS	4662	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
DDCPAMKM_01018	gene	591				
DDCPAMKM_01018	CDS	591				hypothetical protein
DDCPAMKM_01019	gene	1023	yhaM			
DDCPAMKM_01019	CDS	1023	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
DDCPAMKM_01020	gene	2808	lutA			
DDCPAMKM_01020	CDS	2808	lutA			Lactate utilization protein A
DDCPAMKM_01021	gene	645				
DDCPAMKM_01021	CDS	645				hypothetical protein
DDCPAMKM_01022	gene	276				
DDCPAMKM_01022	CDS	276				hypothetical protein
DDCPAMKM_01023	gene	447				
DDCPAMKM_01023	CDS	447				hypothetical protein
DDCPAMKM_01024	gene	1149				
DDCPAMKM_01024	CDS	1149				hypothetical protein
DDCPAMKM_01025	gene	450				
DDCPAMKM_01025	CDS	450				hypothetical protein
DDCPAMKM_01026	gene	414				
DDCPAMKM_01026	CDS	414				hypothetical protein
DDCPAMKM_01027	gene	1290				
DDCPAMKM_01027	CDS	1290		1.8.5.4	COG0446	Sulfide-quinone reductase
DDCPAMKM_01028	gene	129				
DDCPAMKM_01028	CDS	129				hypothetical protein
DDCPAMKM_01029	gene	1137	cydB			
DDCPAMKM_01029	CDS	1137	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
DDCPAMKM_01030	gene	1587	cydA			
DDCPAMKM_01030	CDS	1587	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
DDCPAMKM_01031	gene	1341	norR_3			
DDCPAMKM_01031	CDS	1341	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
DDCPAMKM_01032	gene	5136	cheB_2			
DDCPAMKM_01032	CDS	5136	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
DDCPAMKM_01033	gene	534				
DDCPAMKM_01033	CDS	534				hypothetical protein
DDCPAMKM_01034	gene	1329				
DDCPAMKM_01034	CDS	1329				hypothetical protein
DDCPAMKM_01035	gene	801	xthA			
DDCPAMKM_01035	CDS	801	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
DDCPAMKM_01036	gene	543	chaC			
DDCPAMKM_01036	CDS	543	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
DDCPAMKM_01037	gene	846	panB			
DDCPAMKM_01037	CDS	846	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
DDCPAMKM_01038	gene	870	yitJ			
DDCPAMKM_01038	CDS	870	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
DDCPAMKM_01039	gene	858	folD			
DDCPAMKM_01039	CDS	858	folD			Bifunctional protein FolD protein
DDCPAMKM_01040	gene	243				
DDCPAMKM_01040	CDS	243				hypothetical protein
DDCPAMKM_01041	gene	699				
DDCPAMKM_01041	CDS	699				hypothetical protein
DDCPAMKM_01042	gene	573	folE			
DDCPAMKM_01042	CDS	573	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
DDCPAMKM_01043	gene	648				
DDCPAMKM_01043	CDS	648		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
DDCPAMKM_01044	gene	1923				
DDCPAMKM_01044	CDS	1923				hypothetical protein
DDCPAMKM_01045	gene	660				
DDCPAMKM_01045	CDS	660			COG0204	putative protein
DDCPAMKM_01046	gene	672	cmk			
DDCPAMKM_01046	CDS	672	cmk	2.7.4.25		Cytidylate kinase
DDCPAMKM_01047	gene	1341	aroA1			
DDCPAMKM_01047	CDS	1341	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
DDCPAMKM_01048	gene	924	tyrC			
DDCPAMKM_01048	CDS	924	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
DDCPAMKM_01049	gene	1020	aroF			
DDCPAMKM_01049	CDS	1020	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
DDCPAMKM_01050	gene	1086	pheA			
